Month,Price,Open,High,Low,Vol.,Change %
2014-01,97.88523809523811,98.10619047619048,101.22,91.7,257010000.0,-0.44095238095238093
2014-02,92.95157894736842,92.79473684210525,97.25,89.25,253760000.0,0.23526315789473687
2014-03,94.90095238095239,94.96666666666667,98.85,93.01,255740000.0,0.07523809523809524
2014-04,99.05619047619047,98.84095238095237,102.57,96.23,230940000.0,0.2280952380952381
2014-05,101.68523809523809,101.68619047619048,103.45,100.32,179880000.0,-0.08714285714285715
2014-06,101.87904761904763,101.83857142857144,104.61,99.59,208980000.0,0.008571428571428568
2014-07,102.78090909090908,102.80363636363636,104.76,98.93,189430000.0,-0.07181818181818182
2014-08,99.14238095238095,99.1152380952381,100.43,97.63,187520000.0,0.027619047619047626
2014-09,96.71809523809523,96.89571428571428,99.59,93.62,231900000.0,-0.2633333333333333
2014-10,93.09260869565217,92.97086956521738,96.89,86.91,342160000.0,0.12608695652173915
2014-11,95.22421052631579,95.36052631578947,97.2,90.11,218120000.0,-0.34
2014-12,91.71863636363636,91.49045454545454,95.33,86.19,401050000.0,0.10863636363636366
2015-01,90.5255,90.74249999999999,93.05,86.03,326820000.0,-0.269
2015-02,90.77368421052631,90.64,93.45,87.5,276440000.0,0.07578947368421052
2015-03,85.17909090909092,85.3359090909091,88.52,82.68,330240000.0,-0.18045454545454545
2015-04,86.41714285714286,86.46190476190476,88.67,83.81,251660000.0,0.13476190476190478
2015-05,87.075,87.339,90.09,84.77,198940000.0,-0.121
2015-06,84.54636363636364,84.66727272727273,85.97,82.8,238820000.0,-0.10636363636363635
2015-07,81.99545454545455,82.08909090909091,83.53,78.93,274050000.0,-0.21272727272727276
2015-08,75.90714285714286,75.91571428571429,79.29,66.55,387960000.0,-0.2195238095238096
2015-09,73.01761904761904,73.06857142857143,75.47,71.51,316630000.0,-0.04476190476190478
2015-10,80.1440909090909,79.79227272727273,83.88,73.03,318130000.0,0.4959090909090909
2015-11,81.9405,81.74199999999999,87.44,77.91,264220000.0,-0.051000000000000024
2015-12,77.91090909090909,77.90636363636364,82.13,73.79,367090000.0,-0.195
2016-01,76.11947368421052,76.02315789473684,79.92,71.55,418940000.0,0.022105263157894774
2016-02,80.38550000000001,80.0855,83.44,73.55,359830000.0,0.15949999999999995
2016-03,83.2390909090909,83.04045454545455,85.1,80.31,292850000.0,0.19636363636363638
2016-04,85.3847619047619,85.13190476190476,89.78,81.99,221840000.0,0.2690476190476191
2016-05,89.24238095238096,89.16952380952381,90.46,87.23,219190000.0,0.036666666666666674
2016-06,90.53318181818182,90.23318181818182,93.83,87.61,252300000.0,0.24045454545454545
2016-07,93.30550000000001,93.3905,95.55,86.12,210620000.0,-0.26
2016-08,87.61782608695653,87.66956521739131,88.94,85.58,235410000.0,-0.08304347826086957
2016-09,85.5604761904762,85.5604761904762,89.37,82.29,271640000.0,0.018571428571428576
2016-10,86.69238095238094,86.75619047619048,88.67,82.99,192030000.0,-0.21619047619047618
2016-11,85.68095238095238,85.50619047619047,88.19,82.76,233170000.0,0.22714285714285712
2016-12,89.77571428571429,89.77047619047619,93.22,86.6,220450000.0,0.16142857142857142
2017-01,86.491,86.91850000000001,91.34,83.13,252510000.0,-0.362
2017-02,82.28578947368422,82.45894736842105,84.16,80.76,237360000.0,-0.16157894736842107
2017-03,82.01826086956522,81.98130434782608,84.25,80.31,315590000.0,0.04130434782608695
2017-04,81.86,82.0378947368421,83.55,80.3,192640000.0,-0.021052631578947368
2017-05,82.08272727272727,82.11727272727272,83.23,80.47,220240000.0,-0.06272727272727273
2017-06,81.51863636363636,81.48363636363636,83.69,79.26,303840000.0,0.017272727272727276
2017-07,80.5765,80.6115,82.49,78.27,201330000.0,-0.040500000000000015
2017-08,77.98913043478261,78.12478260869565,80.82,76.05,224390000.0,-0.20521739130434782
2017-09,79.86,79.6375,82.45,76.32,216240000.0,0.35950000000000004
2017-10,82.68045454545455,82.57954545454545,84.24,81.25,172400000.0,0.07636363636363637
2017-11,82.27190476190476,82.1452380952381,84.14,80.01,191800000.0,-0.0014285714285714299
2017-12,83.193,83.2595,84.36,82.17,220610000.0,0.020999999999999994
2018-01,87.32523809523809,87.18047619047618,89.3,83.66,233940000.0,0.2076190476190476
2018-02,77.8157894736842,78.25473684210526,89.25,73.9,369400000.0,-0.7236842105263158
2018-03,74.46380952380953,74.5995238095238,76.98,72.67,356730000.0,-0.06476190476190473
2018-04,77.4647619047619,77.25047619047619,80.9,72.16,286090000.0,0.20857142857142857
2018-05,80.04454545454546,79.79954545454545,82.65,75.4,299310000.0,0.20909090909090908
2018-06,81.49666666666667,81.58333333333333,83.79,79.3,257830000.0,0.09333333333333334
2018-07,82.45857142857143,82.37142857142857,84.4,80.71,204710000.0,-0.06523809523809525
2018-08,79.60913043478261,79.65782608695653,81.59,76.51,215070000.0,-0.06782608695652177
2018-09,83.59,83.43,87.36,79.6,227030000.0,0.31315789473684214
2018-10,82.03391304347826,82.24826086956521,86.89,76.22,305930000.0,-0.27217391304347827
2018-11,79.26238095238095,79.22238095238096,83.75,74.7,287080000.0,-0.0004761904761904555
2018-12,73.23684210526316,73.85368421052631,81.95,64.65,380640000.0,-0.7863157894736843
2019-01,71.61428571428571,71.46142857142857,73.49,67.25,269230000.0,0.35
2019-02,76.77052631578948,76.63736842105264,79.75,72.73,245060000.0,0.4047368421052631
2019-03,80.39666666666666,80.29333333333334,82.0,77.86,272460000.0,0.11
2019-04,81.58666666666666,81.65571428571428,83.49,79.56,219530000.0,-0.02523809523809523
2019-05,75.48727272727272,75.65863636363636,80.26,70.63,250110000.0,-0.5668181818181818
2019-06,75.14349999999999,75.1195,77.76,70.97,218980000.0,0.40499999999999997
2019-07,75.8809090909091,75.97545454545455,77.92,74.18,186920000.0,-0.1340909090909091
2019-08,69.42636363636363,69.61590909090908,74.27,66.53,277610000.0,-0.36
2019-09,71.5485,71.567,75.18,67.63,217790000.0,0.157
2019-10,68.40478260869565,68.50304347826086,70.91,66.31,244840000.0,-0.1826086956521739
2019-11,69.686,69.591,73.12,67.32,249620000.0,0.05400000000000003
2019-12,69.45666666666666,69.43761904761905,70.54,67.52,286700000.0,0.11761904761904762
2020-01,67.82190476190476,68.05428571428573,71.37,61.86,359240000.0,-0.5447619047619048
2020-02,58.64000000000001,59.048947368421054,63.01,48.01,479920000.0,-0.958421052631579
2020-03,40.22545454545455,40.61818181818182,54.15,30.11,1171270000.0,-1.163181818181818
2020-04,42.29333333333333,42.34428571428572,47.68,36.34,791640000.0,1.0414285714285714
2020-05,44.491,44.8015,47.15,40.2,477270000.0,-0.051000000000000024
2020-06,47.61772727272727,47.695454545454545,55.36,43.16,585000000.0,-0.011363636363636393
2020-07,43.41909090909091,43.49818181818182,45.38,40.91,447150000.0,-0.2490909090909091
2020-08,42.34619047619047,42.39904761904762,46.42,39.31,449500000.0,-0.23380952380952377
2020-09,36.75238095238095,36.97190476190476,40.03,33.76,590870000.0,-0.7033333333333334
2020-10,33.67818181818182,33.644090909090906,35.95,31.11,630480000.0,-0.20227272727272727
2020-11,36.8505,36.9,42.08,32.53,704010000.0,0.869
2020-12,41.89272727272727,41.815000000000005,44.47,38.34,603950000.0,0.37454545454545457
2021-01,46.5421052631579,46.362631578947365,51.08,41.0,594840000.0,0.47368421052631576
2021-02,51.36421052631579,51.05263157894737,57.24,44.29,544010000.0,1.044736842105263
2021-03,58.170869565217394,58.189130434782605,62.55,54.45,790800000.0,0.1378260869565217
2021-04,56.469047619047615,56.50714285714286,59.48,54.3,457840000.0,0.13095238095238096
2021-05,59.967,59.8645,64.02,57.74,521320000.0,0.11549999999999994
2021-06,62.554545454545455,62.51590909090908,64.93,59.45,526460000.0,0.37000000000000005
2021-07,59.12761904761905,59.35333333333334,64.42,54.6,435930000.0,-0.4195238095238095
2021-08,56.03545454545454,56.054545454545455,59.06,52.1,406370000.0,-0.23409090909090907
2021-09,55.85095238095238,55.86142857142857,60.48,52.96,482960000.0,0.37952380952380954
2021-10,62.61333333333334,62.51047619047619,65.94,59.41,435210000.0,0.44904761904761903
2021-11,63.66619047619048,63.61095238095238,66.38,59.54,416100000.0,-0.3357142857142857
2021-12,61.277272727272724,61.281363636363636,63.35,57.96,433260000.0,0.10863636363636364
2022-01,71.338,70.7855,76.42,61.21,607510000.0,1.0995000000000001
2022-02,78.88631578947368,78.79157894736842,83.08,74.03,628660000.0,0.18947368421052635
2022-03,82.33826086956522,81.94217391304348,91.5,76.25,853540000.0,0.26130434782608697
2022-04,85.3355,85.392,89.8,79.29,505630000.0,0.17549999999999996
2022-05,91.01238095238095,90.66285714285715,99.78,83.4,659840000.0,0.5952380952380953
2022-06,94.01333333333334,94.47666666666666,105.57,83.52,660320000.0,-0.4947619047619048
2022-07,87.4755,86.9705,97.51,80.69,427930000.0,0.6415
2022-08,93.8,93.50478260869566,101.56,86.28,424570000.0,-0.039565217391304384
