Month,Price,Open,High,Low,Vol.,Change %
2020-12,217.9631818181818,217.61227272727274,227.18,209.11,594550000.0,0.17954545454545456
2021-01,221.97526315789472,221.94263157894736,242.64,211.94,648000000.0,0.2378947368421053
2021-02,240.0668421052632,239.62157894736845,246.13,227.88,490980000.0,0.01789473684210523
2021-03,233.67434782608697,233.82608695652175,241.05,224.26,724970000.0,0.07608695652173912
2021-04,255.58,254.7,263.19,238.05,568710000.0,0.32857142857142857
2021-05,247.3955,247.689,254.35,238.07,495070000.0,-0.04099999999999999
2021-06,259.0181818181818,258.31772727272727,271.65,243.0,508580000.0,0.3759090909090909
2021-07,281.502380952381,281.0228571428571,290.15,269.6,522690000.0,0.24428571428571427
2021-08,294.3140909090909,293.6077272727273,305.84,283.74,441370000.0,0.2681818181818182
2021-09,296.8742857142857,297.9504761904762,305.32,281.62,502910000.0,-0.3190476190476191
2021-10,303.542380952381,301.8561904761905,332.0,280.25,516520000.0,0.7852380952380952
2021-11,335.87095238095236,336.0314285714286,349.67,326.37,509880000.0,-0.009047619047619056
2021-12,332.8077272727273,332.7968181818182,344.3,317.25,625960000.0,0.09227272727272728
2022-01,308.742,310.81350000000003,338.0,276.05,947980000.0,-0.37350000000000005
2022-02,298.7294736842105,298.57684210526315,315.12,271.52,697380000.0,-0.18684210526315784
2022-03,295.7495652173913,295.54869565217393,315.95,270.0,734350000.0,0.15695652173913044
2022-04,288.8105,290.57550000000003,315.11,270.0,627410000.0,-0.49450000000000005
2022-05,266.72904761904766,266.7657142857143,290.88,246.44,742920000.0,-0.06904761904761901
2022-06,259.4990476190476,259.1909523809524,277.69,241.51,621500000.0,-0.24714285714285716
2022-07,262.21349999999995,261.297,282.0,245.94,534980000.0,0.46950000000000014
2022-08,280.564347826087,280.9908695652174,294.18,260.66,477190000.0,-0.29869565217391303
2022-09,247.70999999999998,248.51761904761904,267.45,232.73,575590000.0,-0.5352380952380953
2022-10,237.0390476190476,236.0295238095238,251.04,219.13,671360000.0,0.028571428571428553
2022-11,237.27523809523808,236.92333333333335,255.33,213.43,615310000.0,0.48761904761904773
2022-12,245.64238095238093,245.81761904761905,263.92,233.87,591380000.0,-0.28095238095238095
2023-01,237.281,236.5075,249.83,219.35,666150000.0,0.183
2023-02,259.69736842105266,260.0273684210526,276.76,245.47,615550000.0,0.054736842105263195
2023-03,266.74260869565217,265.84391304347827,289.27,245.61,747750000.0,0.6443478260869565
2023-04,288.641052631579,287.8515789473684,308.93,275.37,551500000.0,0.3578947368421053
2023-05,314.51045454545454,314.1518181818182,335.94,303.4,600860000.0,0.31136363636363634
2023-06,334.6614285714286,334.0166666666667,351.47,322.5,547760000.0,0.1842857142857143
2023-07,341.692,342.088,366.78,327.0,666960000.0,-0.053500000000000006
2023-08,324.48782608695655,325.30304347826086,338.54,311.55,479670000.0,-0.10043478260869565
2023-09,326.04200000000003,326.616,340.86,309.45,416770000.0,-0.1795
2023-10,328.9418181818182,329.03,346.2,311.21,540960000.0,0.325
2023-11,368.34809523809525,367.12666666666667,384.3,339.65,564170000.0,0.5504761904761905
2023-12,372.57800000000003,372.0515,378.16,362.9,522090000.0,-0.033999999999999975
2024-01,389.45,389.14666666666665,415.32,366.5,528470000.0,0.2719047619047619
2024-02,408.994,408.668,420.82,397.22,444210000.0,0.20600000000000002
2024-03,416.78950000000003,416.72950000000003,430.82,398.39,426460000.0,0.0935
2024-04,413.26363636363635,415.10727272727274,429.37,388.03,441100000.0,-0.34227272727272723
2024-05,417.5377272727273,416.9804545454545,433.6,390.31,413810000.0,0.2977272727272728
2024-06,438.3421052631579,436.7815789473684,456.17,408.92,342370000.0,0.3931578947368421
2024-07,445.3390909090909,446.0095454545455,468.35,412.21,440440000.0,-0.29045454545454547
2024-08,412.5309090909091,413.1872727272728,427.46,385.58,451920000.0,-0.007272727272727267
2024-09,424.233,424.8385,441.85,400.8,376980000.0,0.16149999999999998
2024-10,419.7547826086957,421.11478260869563,438.5,406.3,440750000.0,-0.2369565217391304
2024-11,418.93549999999993,417.61499999999995,429.33,405.57,442300000.0,0.2125
2024-12,439.4085714285714,438.79999999999995,456.16,420.66,439890000.0,-0.013809523809523801
2025-01,419.995,423.67499999999995,426.07,414.85,22760000.0,-0.004999999999999949
